origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index,sample_id
Beijing,Lhasa,2026-04-30,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-04-30 07:45:00,2026-04-30 12:15:00,270,CA4125,Air China,Business Class,Sufficient,319,Medium Aircraft,Airbus,9780,2,1,
Beijing,Lhasa,2026-04-30,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-04-30 07:45:00,2026-04-30 12:15:00,270,CA4125,Air China,Economy,Sufficient,319,Medium Aircraft,Airbus,3260,1,1,
Beijing,Lhasa,2026-04-30,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-04-30 07:45:00,2026-04-30 12:15:00,270,ZH4331,Shenzhen Airlines,Business Class,Sufficient,319,Medium Aircraft,Airbus,9780,2,2,
Beijing,Lhasa,2026-04-30,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-04-30 07:45:00,2026-04-30 12:15:00,270,ZH4331,Shenzhen Airlines,Economy,Sufficient,319,Medium Aircraft,Airbus,3260,1,2,
Beijing,Lhasa,2026-04-30,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-04-30 13:00:00,2026-04-30 17:20:00,260,CA4123,Air China,Business Class,Sufficient,319,Medium Aircraft,Airbus,6520,2,3,
Beijing,Lhasa,2026-04-30,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-04-30 13:00:00,2026-04-30 17:20:00,260,CA4123,Air China,Economy,Sufficient,319,Medium Aircraft,Airbus,3260,1,3,
Beijing,Lhasa,2026-04-30,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-04-30 13:00:00,2026-04-30 17:20:00,260,ZH4233,Shenzhen Airlines,Business Class,Sufficient,319,Medium Aircraft,Airbus,9780,2,4,
Beijing,Lhasa,2026-04-30,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-04-30 13:00:00,2026-04-30 17:20:00,260,ZH4233,Shenzhen Airlines,Economy,Sufficient,319,Medium Aircraft,Airbus,3260,1,4,
Beijing,Lhasa,2026-04-30,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-04-30 14:55:00,2026-04-30 19:10:00,255,CA3940,Air China,Economy,Sufficient,330,Large Aircraft,Airbus,3260,1,5,
Beijing,Lhasa,2026-04-30,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-04-30 14:55:00,2026-04-30 19:10:00,255,EU7766,Sichuan Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,3260,1,6,
Beijing,Lhasa,2026-04-30,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-04-30 14:55:00,2026-04-30 19:10:00,255,GJ5408,Loong Air,Economy,Sufficient,330,Large Aircraft,Airbus,3260,1,7,
Beijing,Lhasa,2026-04-30,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-04-30 14:55:00,2026-04-30 19:10:00,255,SC6066,Shandong Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,3260,1,8,
Beijing,Lhasa,2026-04-30,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-04-30 14:55:00,2026-04-30 19:10:00,255,TV9816,Tibet Airlines,Business Class,Sufficient,330,Large Aircraft,Airbus,6000,2,9,
Beijing,Lhasa,2026-04-30,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-04-30 14:55:00,2026-04-30 19:10:00,255,TV9816,Tibet Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,3260,1,9,
Beijing,Lhasa,2026-04-30,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-04-30 14:55:00,2026-04-30 19:10:00,255,ZH3712,Shenzhen Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,3260,1,10,
Beijing,Lhasa,2026-05-01,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-01 07:45:00,2026-05-01 12:15:00,270,CA4125,Air China,Business Class,Sufficient,330,Large Aircraft,Airbus,6520,2,6,
Beijing,Lhasa,2026-05-01,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-01 07:45:00,2026-05-01 12:15:00,270,CA4125,Air China,Economy,Sufficient,330,Large Aircraft,Airbus,3260,1,6,
Beijing,Lhasa,2026-05-01,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-01 07:45:00,2026-05-01 12:15:00,270,ZH4331,Shenzhen Airlines,Business Class,Sufficient,330,Large Aircraft,Airbus,9780,2,9,
Beijing,Lhasa,2026-05-01,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-01 07:45:00,2026-05-01 12:15:00,270,ZH4331,Shenzhen Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,3260,1,9,
Beijing,Lhasa,2026-05-01,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-01 13:00:00,2026-05-01 17:20:00,260,CA4123,Air China,Economy,Sufficient,319,Medium Aircraft,Airbus,3260,1,7,
Beijing,Lhasa,2026-05-01,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-01 13:00:00,2026-05-01 17:20:00,260,ZH4233,Shenzhen Airlines,Economy,Sufficient,319,Medium Aircraft,Airbus,3260,1,5,
Beijing,Lhasa,2026-05-01,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-01 14:55:00,2026-05-01 19:10:00,255,CA3940,Air China,Economy,Sufficient,330,Large Aircraft,Airbus,2930,1,1,
Beijing,Lhasa,2026-05-01,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-01 14:55:00,2026-05-01 19:10:00,255,EU7766,Sichuan Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,3000,1,4,
Beijing,Lhasa,2026-05-01,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-01 14:55:00,2026-05-01 19:10:00,255,GJ5408,Loong Air,Economy,Sufficient,330,Large Aircraft,Airbus,2930,1,10,
Beijing,Lhasa,2026-05-01,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-01 14:55:00,2026-05-01 19:10:00,255,SC6066,Shandong Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,2930,1,2,
Beijing,Lhasa,2026-05-01,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-01 14:55:00,2026-05-01 19:10:00,255,TV9816,Tibet Airlines,Business Class,Sufficient,330,Large Aircraft,Airbus,9780,2,3,
Beijing,Lhasa,2026-05-01,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-01 14:55:00,2026-05-01 19:10:00,255,TV9816,Tibet Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,2784,1,3,
Beijing,Lhasa,2026-05-01,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-01 14:55:00,2026-05-01 19:10:00,255,ZH3712,Shenzhen Airlines,Economy,Sufficient,330,Large Aircraft,Airbus,2950,1,8,
Beijing,Lhasa,2026-05-02,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-02 07:45:00,2026-05-02 12:15:00,270,CA4125,Air China,Business Class,Sufficient,319,Medium Aircraft,Airbus,4890,2,1,
Beijing,Lhasa,2026-05-02,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-02 07:45:00,2026-05-02 12:15:00,270,CA4125,Air China,Economy,Sufficient,319,Medium Aircraft,Airbus,1690,1,1,
Beijing,Lhasa,2026-05-02,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-02 07:45:00,2026-05-02 12:15:00,270,ZH4331,Shenzhen Airlines,Business Class,Sufficient,319,Medium Aircraft,Airbus,9780,2,9,
Beijing,Lhasa,2026-05-02,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-02 07:45:00,2026-05-02 12:15:00,270,ZH4331,Shenzhen Airlines,Economy,Sufficient,319,Medium Aircraft,Airbus,1730,1,9,
Beijing,Lhasa,2026-05-02,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-02 13:00:00,2026-05-02 17:20:00,260,CA4123,Air China,Business Class,Sufficient,319,Medium Aircraft,Airbus,4890,2,3,
Beijing,Lhasa,2026-05-02,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-02 13:00:00,2026-05-02 17:20:00,260,CA4123,Air China,Economy,Sufficient,319,Medium Aircraft,Airbus,1720,1,3,
Beijing,Lhasa,2026-05-02,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-02 13:00:00,2026-05-02 17:20:00,260,ZH4233,Shenzhen Airlines,Business Class,Sufficient,319,Medium Aircraft,Airbus,9780,2,8,
Beijing,Lhasa,2026-05-02,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-02 13:00:00,2026-05-02 17:20:00,260,ZH4233,Shenzhen Airlines,Economy,Sufficient,319,Medium Aircraft,Airbus,1730,1,8,
Beijing,Lhasa,2026-05-02,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-02 14:55:00,2026-05-02 19:10:00,255,CA3940,Air China,Economy,Sufficient,319,Medium Aircraft,Airbus,1960,1,5,
Beijing,Lhasa,2026-05-02,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-02 14:55:00,2026-05-02 19:10:00,255,EU7766,Sichuan Airlines,Economy,Sufficient,319,Medium Aircraft,Airbus,2020,1,10,
Beijing,Lhasa,2026-05-02,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-02 14:55:00,2026-05-02 19:10:00,255,GJ5408,Loong Air,Economy,Sufficient,319,Medium Aircraft,Airbus,1960,1,6,
Beijing,Lhasa,2026-05-02,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-02 14:55:00,2026-05-02 19:10:00,255,SC6066,Shandong Airlines,Economy,Sufficient,319,Medium Aircraft,Airbus,1960,1,7,
Beijing,Lhasa,2026-05-02,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-02 14:55:00,2026-05-02 19:10:00,255,TV9816,Tibet Airlines,Business Class,Sufficient,319,Medium Aircraft,Airbus,4000,2,2,
Beijing,Lhasa,2026-05-02,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-02 14:55:00,2026-05-02 19:10:00,255,TV9816,Tibet Airlines,Economy,Sufficient,319,Medium Aircraft,Airbus,1683,1,2,
Beijing,Lhasa,2026-05-02,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-02 14:55:00,2026-05-02 19:10:00,255,ZH3712,Shenzhen Airlines,Economy,Sufficient,319,Medium Aircraft,Airbus,1980,1,4,
Beijing,Lhasa,2026-05-03,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-03 07:45:00,2026-05-03 12:15:00,270,CA4125,Air China,Business Class,Sufficient,319,Medium Aircraft,Airbus,4890,2,3,
Beijing,Lhasa,2026-05-03,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-03 07:45:00,2026-05-03 12:15:00,270,CA4125,Air China,Economy,Sufficient,319,Medium Aircraft,Airbus,1690,1,3,
Beijing,Lhasa,2026-05-03,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-03 07:45:00,2026-05-03 12:15:00,270,ZH4331,Shenzhen Airlines,Business Class,Sufficient,319,Medium Aircraft,Airbus,9780,2,7,
Beijing,Lhasa,2026-05-03,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-03 07:45:00,2026-05-03 12:15:00,270,ZH4331,Shenzhen Airlines,Economy,Sufficient,319,Medium Aircraft,Airbus,1730,1,7,
Beijing,Lhasa,2026-05-03,PEK,Beijing Capital International Airport,LXA,Gongga International Airport,2026-05-03 12:40:00,2026-05-03 17:10:00,270,CA4123,Air China,Business Class,Sufficient,319,Medium Aircraft,Airbus,4890,2,5,
